"source_project_id","extracted_at_ve","product_id","sku","product_name","is_active","product_type","is_combo","units_per_service","is_detail_editable","detail_units_limit","is_combo_component_selectable","inventory_enabled","legacy_is_inventory_item","legacy_inventory_kind","legacy_inventory_unit_name","legacy_packaging_name","legacy_packaging_size","legacy_product_stock","legacy_low_stock_threshold","legacy_inventory_deduction_mode","legacy_inventory_group","component_count","required_component_count","selectable_component_count","component_specs","active_link_count","self_link_count","recipe_link_count","active_link_specs","canonical_policy_candidate","review_required","review_reasons","canonical_policy_decision","canonical_inventory_target","canonical_quantity","canonical_deduction_stage","canonical_availability_mode","canonical_recipe_or_source","canonical_lead_time_minutes","canonical_critical_threshold","decision_notes","canonical_decision_status"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","101","BABYMIX_F_25A","Combo Baby Mix Frito (25 und) Ajustado","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","5","5","0","5::Mini Tequeños Fritos::fixed::qty=5.000::required=t | 11::Cachitas Fritas::fixed::qty=10.000::required=t | 14::Mandocas Fritas::fixed::qty=5.000::required=t | 17::Bombys Fritos::fixed::qty=5.000::required=t | 24::Salsa Tártara 5oz::fixed::qty=1.000::required=t","1","1","0","50::Combo Baby Mix Frito (25 und) Ajustado::self_link::qty=1::unit=pieza","review_ambiguous","true","components_and_active_inventory_links","components","composición ajustada vigente + salsa tártara 5oz","según snapshot real del pedido","by_component","component_projection","composición ajustada congelada por orden","","","El autoenlace del combo no es inventario físico y debe retirarse.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","104","RUMBAMIX_F_76A","Combo Rumba Mix Frito (76 und) Ajustado","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","5","5","0","5::Mini Tequeños Fritos::fixed::qty=20.000::required=t | 11::Cachitas Fritas::fixed::qty=24.000::required=t | 14::Mandocas Fritas::fixed::qty=12.000::required=t | 17::Bombys Fritos::fixed::qty=20.000::required=t | 24::Salsa Tártara 5oz::fixed::qty=1.000::required=t","1","1","0","53::Combo Rumba Mix Frito (76 und) Ajustado::self_link::qty=1::unit=pieza","review_ambiguous","true","components_and_active_inventory_links","components","composición ajustada vigente + salsa tártara 5oz","según snapshot real del pedido","by_component","component_projection","composición ajustada congelada por orden","","","El autoenlace del combo no es inventario físico y debe retirarse.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","100","SEXYMIX_F_50A","Combo Sexy Mix Frito (50 und) Ajustado","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","5","5","0","5::Mini Tequeños Fritos::fixed::qty=10.000::required=t | 11::Cachitas Fritas::fixed::qty=20.000::required=t | 14::Mandocas Fritas::fixed::qty=10.000::required=t | 17::Bombys Fritos::fixed::qty=10.000::required=t | 24::Salsa Tártara 5oz::fixed::qty=1.000::required=t","1","1","0","49::Combo Sexy Mix Frito (50 und) Ajustado::self_link::qty=1::unit=pieza","review_ambiguous","true","components_and_active_inventory_links","components","composición ajustada vigente + salsa tártara 5oz","según snapshot real del pedido","by_component","component_projection","composición ajustada congelada por orden","","","El autoenlace del combo no es inventario físico y debe retirarse.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","70","DEL_Z1","Delivery Zona 1","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","71","DEL_Z2","Delivery Zona 2","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","72","DEL_Z3","Delivery Zona 3","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","73","DEL_Z4","Delivery Zona 4","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","74","DEL_Z5","Delivery Zona 5","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","75","DEL_Z6","Delivery Zona 6","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","76","DEL_Z7","Delivery Zona 7","true","product","false","0","false","0","false","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","none","not_applicable","0","none","not_applicable","servicio de delivery sin existencia física","","","Decisión 2026-07-30: línea comercial de delivery; puede formar parte de la orden y no genera requerimiento ni movimiento de inventario. Puede aparecer en una orden, pero no genera movimiento de inventario.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","133","DONDY_1","Dondy (und)","true","product","false","1","false","0","true","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","69::Dondy (und)::recipe::qty=1::unit=pieza","direct","false","","direct","inventory_item_47:Dondys crudos","1 pieza","kitchen","on_hand_only","Dondy individual","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","123","EMP_CRUDO_OBS","Empanadas Crudas (Beneficio del Mes)","true","product","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","65::Empanadas Crudas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_6:Empanadas Crudas","20 piezas por servicio","fulfillment","on_hand_only","misma existencia cruda normal","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","122","EMP_F_OBS","Empanadas Fritas (Beneficio del Mes)","true","product","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","64::Empanadas Fritas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","direct","inventory_item_6:Empanadas Crudas","20/full; 10/half","kitchen","on_hand_only","misma fritura normal de Empanadas","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","124","EMP_PF_OBS","Empanadas Pre-Fritas (Beneficio del Mes)","true","product","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","66::Empanadas Pre-Fritas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_14:Empanadas Pre-Fritas","1 servicio prefrito","fulfillment","on_hand_only","mismo prefrito normal","240","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","46","FRESC_1500","Frescolita 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","42::Frescolita 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_42:Frescolita 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","47","FRESC_2000","Frescolita 2 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","43::Frescolita 2 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_43:Frescolita 2 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","50","JDV_1500","Jugo del Valle 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","46::Jugo del Valle 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_46:Jugo del Valle 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","38","LIP_DUR_1500","Lipton Durazno 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","34::Lipton Durazno 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_34:Lipton Durazno 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","39","LIP_LIM_1500","Lipton Limón 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","35::Lipton Limón 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_35:Lipton Limón 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","34","MALTA_LAT","Malta Lata","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","30::Malta Lata::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_30:Malta Lata","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","115","MAND_CRUDO_OBS","Mandocas Crudas (Beneficio del Mes)","true","product","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","58::Mandocas Crudas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_5:Mandocas Crudas","25 piezas por servicio","fulfillment","on_hand_only","misma existencia cruda normal","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","113","MAND_F_OBS","Mandocas Fritas (Beneficio del Mes)","true","product","false","25","false","0","true","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","direct","inventory_item_5:Mandocas Crudas","25/full; 12/half","kitchen","on_hand_only","misma fritura normal de Mandocas","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","114","MAND_PF_OBS","Mandocas Pre-Fritas (Beneficio del Mes)","true","product","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","57::Mandocas Pre-Fritas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_16:Mandocas Pre-Fritas","1 servicio prefrito","fulfillment","on_hand_only","mismo prefrito normal","240","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","111","MINITEQ_CRUDO_OBS","Mini Tequeños Crudos (Beneficio del Mes)","true","product","false","25","false","0","true","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","self","inventory_item_1:Mini tequeño crudo","25 piezas por servicio","fulfillment","on_hand_only","misma existencia cruda normal","","","Promoción: resuelve al ítem crudo canónico 1.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","110","MINI_OBS","Mini Tequeños Fritos (Beneficio del Mes)","true","product","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","56::Mini Tequeños Fritos (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","direct","inventory_item_1:Mini tequeño crudo","25/full; 12/half","kitchen","on_hand_only","misma fritura normal de mini tequeños","","","Promoción: consume el mismo crudo canónico que Mini Tequeños Fritos.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","112","MINITEQ_PF_OBS","Mini Tequeños Pre-Fritos (Beneficio del Mes)","true","product","false","25","false","0","true","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","self","inventory_item_2:Mini tequeño prefrito","1 servicio prefrito","fulfillment","on_hand_only","mismo prefrito normal","240","","Promoción: consume el servicio prefrito canónico 2.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","135","PACK_COLEGIO","Pack para Colegios","true","product","false","0","false","1000","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","70::Pack para Colegios::self_link::qty=1::unit=pieza","self","false","","components","evento personalizado: cantidades abiertas de piezas, salsa y adicionales","cantidades enteras sin límite fijo canónico","by_component","scheduled_component_projection","snapshot físico del evento y conciliación de retorno","","","Unificar Pack para Eventos y Pack para Colegios; eliminar el autoenlace y el límite fijo heredado; agregar componentes faltantes y servicios none.","confirmed_requires_reconfiguration"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","105","PACK_EVENTO","Pack para Eventos","true","product","false","0","true","110","false","true","true","finished_good","pieza","","","0","","composition","other","4","4","4","5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","evento personalizado: cantidades abiertas de piezas, salsa y adicionales","cantidades enteras sin límite fijo canónico","by_component","scheduled_component_projection","snapshot físico del evento y conciliación de retorno","","","Unificar Pack para Eventos y Pack para Colegios; eliminar el autoenlace y el límite fijo heredado; agregar componentes faltantes y servicios none.","confirmed_requires_reconfiguration"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","31","PEPSI_1000","Pepsi 1 Lt","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","29::Pepsi 1 Lt::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_29:Pepsi 1 Lt","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","30","PEPSI_1500","Pepsi 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","26::Pepsi 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_26:Pepsi 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","32","PEPSI_2000","Pepsi 2 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","28::Pepsi 2 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_28:Pepsi 2 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","33","PEPSI_LAT","Pepsi Lata","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","27::Pepsi Lata::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_27:Pepsi Lata","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","2","SAL_TAR_1OZ","Salsa Tártara 1oz","true","product","false","0","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","9::Salsa Tártara 1oz::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_9:Salsa Tártara 1oz","1 porción","fulfillment","immediate_recipe","porcionamiento desde tártara preparada","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","23","SAL_TAR_2OZ","Salsa Tártara 2oz","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","21::Salsa Tártara 2oz::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_21:Salsa Tártara 2oz","1 porción","fulfillment","immediate_recipe","porcionamiento desde tártara preparada","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","24","SAL_TAR_5OZ","Salsa Tártara 5oz","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution","self","inventory_item_8:Salsa Tártara 5oz","1 porción","fulfillment","immediate_recipe","porcionamiento desde tártara preparada","","","La versión obsequio comparte exactamente el ítem físico normal.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","146","SAL_TAR_5OZ_OBS","Salsa Tártara 5oz Obsequio","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","71::Salsa Tártara 5oz Obsequio::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_8:Salsa Tártara 5oz","1 porción","fulfillment","immediate_recipe","porcionamiento desde tártara preparada","","","La versión obsequio comparte exactamente el ítem físico normal.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","131","SAL_TAR_GALON","Salsa Tártara Galón","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","68::Salsa Tártara Galón::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_68:Salsa Tártara Galón","1 recipiente galón","fulfillment","immediate_recipe","preparación real desde mayonesa y menjurje","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","35","YUK_MAN_1500","Yukery Manzana 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","31::Yukery Manzana 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_31:Yukery Manzana 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","36","YUK_NAR_1500","Yukery Naranja 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","32::Yukery Naranja 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_32:Yukery Naranja 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","37","YUK_PER_1500","Yukery Pera 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","33::Yukery Pera 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_33:Yukery Pera 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","154","YUKYPACK","Yukypack","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","75::Yukypack::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_75:Yukipack","1 pieza","fulfillment","on_hand_only","jugo individual Yukipack 250 cm³; caja=24","","10","Yukipack confirmado como jugo individual de 250 cm³. Se recibe en cajas de 24 o unidades sueltas, se cuenta por pieza y el ítem 73 se migra al ítem físico canónico 75.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","19","BOMB_C_25","Bombys Crudos","true","service","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","19::Bombys Crudos::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_19:Bombys Crudos","25 piezas por servicio","fulfillment","on_hand_only","venta cruda mayorista; existencia compartida con fritos y prefritos","","","Producto crudo vendible a clientes mayoristas. Descuenta 25 piezas del ítem 19, compartido con fritos y prefritos; no crea saldo mayorista separado.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","17","BOMB_F_25","Bombys Fritos","true","service","false","25","false","0","true","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","19::Bombys Crudos::recipe::qty=25::unit=pieza","direct","false","","direct","inventory_item_19:Bombys Crudos","25/full; 12/half","kitchen","on_hand_only","fritura directa desde crudo","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","18","BOMB_PF_25","Bombys Pre-Fritos","true","service","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","17::Bombys Pre-Fritos::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_17:Bombys Pre-Fritos","1 servicio prefrito de 25 piezas","fulfillment","on_hand_only","receta 25 crudos -> 1 servicio prefrito","240","","Venta de 1 servicio prefrito almacenado. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación 240 minutos, vida útil de referencia 90 días y sin medio servicio.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","13","CACH_C_20","Cachitas Crudas","true","service","false","20","false","0","true","true","true","finished_good","pieza","Bolsas","150","8","3","self","other","0","0","0","","1","1","0","13::Cachitas Crudas::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_13:Cachitas Crudas","20 piezas por servicio","fulfillment","on_hand_only","venta cruda mayorista; existencia compartida con fritos y prefritos","","","Producto crudo vendible a clientes mayoristas. Descuenta 20 piezas del ítem 13, compartido con fritos y prefritos; no crea saldo mayorista separado.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","11","CACH_F_20","Cachitas Fritas","true","service","false","20","false","0","true","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","13::Cachitas Crudas::recipe::qty=20::unit=pieza","direct","false","","direct","inventory_item_13:Cachitas Crudas","20/full; 10/half","kitchen","on_hand_only","fritura directa desde crudo","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","12","CACH_PF_20","Cachitas Pre-Fritas","true","service","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","15::Cachitas Pre-Fritas::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_15:Cachitas Pre-Fritas","1 servicio prefrito de 20 piezas","fulfillment","on_hand_only","receta 20 crudos -> 1 servicio prefrito","240","","Venta de 1 servicio prefrito almacenado. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación 240 minutos, vida útil de referencia 90 días y sin medio servicio.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","4","DONDY_6","Dondys","true","service","false","6","false","0","true","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","47::Dondys::recipe::qty=6::unit=pieza","direct","false","","direct","inventory_item_47:Dondys crudos","6 piezas","kitchen","on_hand_only","fritura directa desde Dondy crudo","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","10","EMP_C_20","Empanadas Crudas","true","service","false","20","false","0","true","true","true","finished_good","pieza","Bolsa","150","8","2","self","other","0","0","0","","1","1","0","6::Empanadas Crudas::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_6:Empanadas Crudas","20 piezas por servicio","fulfillment","on_hand_only","venta cruda mayorista; existencia compartida con fritos y prefritos","","","Producto crudo vendible a clientes mayoristas. Descuenta 20 piezas del ítem 6, compartido con fritos y prefritos; no crea saldo mayorista separado.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","8","EMP_F_20","Empanadas Fritas","true","service","false","20","false","0","true","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","6::Empanadas Crudas::recipe::qty=20::unit=pieza","direct","false","","direct","inventory_item_6:Empanadas Crudas","20/full; 10/half","kitchen","on_hand_only","fritura directa desde crudo","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","9","EMP_PF_20","Empanadas Pre-Fritas","true","service","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","14::Empanadas Pre-Fritas::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_14:Empanadas Pre-Fritas","1 servicio prefrito de 20 piezas","fulfillment","on_hand_only","receta 20 crudos -> 1 servicio prefrito","240","","Venta de 1 servicio prefrito almacenado. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación 240 minutos, vida útil de referencia 90 días y sin medio servicio.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","16","MAND_C_25","Mandocas Crudas","true","service","false","25","false","0","true","true","true","finished_good","pieza","bolsas","100","0","","self","other","0","0","0","","1","1","0","5::Mandocas Crudas::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_5:Mandocas Crudas","25 piezas por servicio","fulfillment","on_hand_only","venta cruda mayorista; existencia compartida con fritos y prefritos","","","Producto crudo vendible a clientes mayoristas. Descuenta 25 piezas del ítem 5, compartido con fritos y prefritos; no crea saldo mayorista separado.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","14","MAND_F_25","Mandocas Fritas","true","service","false","25","false","0","true","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","5::Mandocas Crudas::recipe::qty=25::unit=pieza","direct","false","","direct","inventory_item_5:Mandocas Crudas","25/full; 12/half","kitchen","on_hand_only","fritura directa desde crudo","","","","confirmed"
