"source_project_id","extracted_at_ve","product_component_id","parent_product_id","parent_product_name","parent_product_type","parent_is_active","parent_active_inventory_link_count","component_product_id","component_product_name","component_product_type","component_is_active","component_mode","quantity","is_required","counts_toward_detail_limit","sort_order","notes","component_policy_candidate","canonical_resolution_candidate","review_required","review_reasons","canonical_quantity_decision","canonical_selection_rule","decision_notes","canonical_decision_status","canonical_resolution_decision"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","230","52","Mixto Mini Tequeños + Cachitas Frito","service","true","2","11","Cachitas Fritas","service","true","fixed","10.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","227","51","Mixto Mini Tequeños + Empanadas Frito","service","true","2","5","Mini Tequeños Fritos","service","true","fixed","12.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","228","51","Mixto Mini Tequeños + Empanadas Frito","service","true","2","8","Empanadas Fritas","service","true","fixed","10.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","233","54","Mixto Mini Tequeños + Mandocas Frito","service","true","2","5","Mini Tequeños Fritos","service","true","fixed","12.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","234","54","Mixto Mini Tequeños + Mandocas Frito","service","true","2","14","Mandocas Fritas","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","596","105","Pack para Eventos","product","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","1","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera abierta definida para el evento","open_quantity; snapshot_on_order","El modelo futuro debe agregar Mandocas y admitir salsa, bebidas, stand y servicio sin límite total fijo.","confirmed_requires_reconfiguration","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","597","105","Pack para Eventos","product","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera abierta definida para el evento","open_quantity; snapshot_on_order","El modelo futuro debe agregar Mandocas y admitir salsa, bebidas, stand y servicio sin límite total fijo.","confirmed_requires_reconfiguration","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","598","105","Pack para Eventos","product","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera abierta definida para el evento","open_quantity; snapshot_on_order","El modelo futuro debe agregar Mandocas y admitir salsa, bebidas, stand y servicio sin límite total fijo.","confirmed_requires_reconfiguration","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","599","105","Pack para Eventos","product","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera abierta definida para el evento","open_quantity; snapshot_on_order","El modelo futuro debe agregar Mandocas y admitir salsa, bebidas, stand y servicio sin límite total fijo.","confirmed_requires_reconfiguration","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","285","92","Sigle pack 6 aniversario","gambit","false","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","1","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","286","92","Sigle pack 6 aniversario","gambit","false","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","287","92","Sigle pack 6 aniversario","gambit","false","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","288","92","Sigle pack 6 aniversario","gambit","false","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","289","92","Sigle pack 6 aniversario","gambit","false","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","290","92","Sigle pack 6 aniversario","gambit","false","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","true","false","6","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","247","1","Single Pack (10 und)","combo","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","1","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","248","1","Single Pack (10 und)","combo","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","249","1","Single Pack (10 und)","combo","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","250","1","Single Pack (10 und)","combo","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","251","1","Single Pack (10 und)","combo","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","252","1","Single Pack (10 und)","combo","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","6","Salsa opcional 1oz","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","704","126","Single Pack (10 und) Aniversario","gambit","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","705","126","Single Pack (10 und) Aniversario","gambit","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","706","126","Single Pack (10 und) Aniversario","gambit","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","707","126","Single Pack (10 und) Aniversario","gambit","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","708","126","Single Pack (10 und) Aniversario","gambit","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","709","126","Single Pack (10 und) Aniversario","gambit","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","764","160","Single Pack (10 und) LC","gambit","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","765","160","Single Pack (10 und) LC","gambit","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","766","160","Single Pack (10 und) LC","gambit","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","767","160","Single Pack (10 und) LC","gambit","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","768","160","Single Pack (10 und) LC","gambit","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","769","160","Single Pack (10 und) LC","gambit","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","728","144","Single Pack (10 und) Loyal","gambit","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","729","144","Single Pack (10 und) Loyal","gambit","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","730","144","Single Pack (10 und) Loyal","gambit","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","731","144","Single Pack (10 und) Loyal","gambit","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","732","144","Single Pack (10 und) Loyal","gambit","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","733","144","Single Pack (10 und) Loyal","gambit","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","321","95","Single Pack (10 und) Loyal Mayo","gambit","false","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","322","95","Single Pack (10 und) Loyal Mayo","gambit","false","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","323","95","Single Pack (10 und) Loyal Mayo","gambit","false","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","324","95","Single Pack (10 und) Loyal Mayo","gambit","false","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","325","95","Single Pack (10 und) Loyal Mayo","gambit","false","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","326","95","Single Pack (10 und) Loyal Mayo","gambit","false","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=10","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","265","61","Single Pack (6 und)","combo","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","10","Pieza seleccionable","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","266","61","Single Pack (6 und)","combo","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","20","Pieza seleccionable","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","267","61","Single Pack (6 und)","combo","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","30","Pieza seleccionable","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","268","61","Single Pack (6 und)","combo","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","40","Pieza seleccionable","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","269","61","Single Pack (6 und)","combo","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","50","Pieza seleccionable","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","270","61","Single Pack (6 und)","combo","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","90","Salsa opcional 1oz","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","554","125","Single Pack (6 und) Aniversario","gambit","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","555","125","Single Pack (6 und) Aniversario","gambit","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","556","125","Single Pack (6 und) Aniversario","gambit","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","557","125","Single Pack (6 und) Aniversario","gambit","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","558","125","Single Pack (6 und) Aniversario","gambit","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","559","125","Single Pack (6 und) Aniversario","gambit","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","339","97","Single Pack (6 und) Aniversario Mayo","gambit","false","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","340","97","Single Pack (6 und) Aniversario Mayo","gambit","false","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","341","97","Single Pack (6 und) Aniversario Mayo","gambit","false","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","342","97","Single Pack (6 und) Aniversario Mayo","gambit","false","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","343","97","Single Pack (6 und) Aniversario Mayo","gambit","false","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","344","97","Single Pack (6 und) Aniversario Mayo","gambit","false","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","664","136","Single Pack (6 und) Cumpleaños","gambit","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","665","136","Single Pack (6 und) Cumpleaños","gambit","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","666","136","Single Pack (6 und) Cumpleaños","gambit","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","667","136","Single Pack (6 und) Cumpleaños","gambit","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","668","136","Single Pack (6 und) Cumpleaños","gambit","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","669","136","Single Pack (6 und) Cumpleaños","gambit","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","740","158","Single Pack (6 und) LC","gambit","true","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","741","158","Single Pack (6 und) LC","gambit","true","0","5","Mini Tequeños Fritos","service","true","selectable","1.000","true","true","2","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","742","158","Single Pack (6 und) LC","gambit","true","0","11","Cachitas Fritas","service","true","selectable","1.000","true","true","3","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","743","158","Single Pack (6 und) LC","gambit","true","0","14","Mandocas Fritas","service","true","selectable","1.000","true","true","4","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","744","158","Single Pack (6 und) LC","gambit","true","0","8","Empanadas Fritas","service","true","selectable","1.000","true","true","5","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","745","158","Single Pack (6 und) LC","gambit","true","0","17","Bombys Fritos","service","true","selectable","1.000","true","true","6","","direct","expand_selected_component_then_apply_component_policy","false","","cantidad entera seleccionada por el cliente","sum_selected_fried_pieces=6","","confirmed","selected_fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","333","96","Single Pack (6 und) LC Mayo","gambit","false","0","2","Salsa Tártara 1oz","product","true","fixed","1.000","false","false","1","","self","expand_selected_component_then_apply_component_policy","false","","1 porción solo si fue elegida","optional; outside_piece_total","","confirmed","inventory_item_9:Salsa Tártara 1oz"
