"source_project_id","extracted_at_ve","inventory_item_id","inventory_item_name","inventory_kind","inventory_group","unit_name","packaging_name","packaging_size","current_stock_units","low_stock_threshold","is_active","notes","active_product_link_count","linked_product_specs","active_output_recipe_count","output_recipe_specs","active_input_recipe_count","input_recipe_specs","duplicate_name_count","canonical_role_candidate","review_required","review_reasons","canonical_role_decision","canonical_unit_decision","canonical_packaging_conversion","canonical_availability_mode","canonical_critical_threshold","canonical_opening_count","decision_notes","canonical_control_mode_candidate","canonical_control_mode_decision","canonical_count_frequency","canonical_target_stock","canonical_reorder_quantity","canonical_pieces_per_service","canonical_shelf_life_days","canonical_decision_status","canonical_tracking_mode","canonical_consumption_triggers","canonical_identity_target"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","16","Mandocas Pre-Fritas","finished_stock","other","pieza","","","-7","","true","","1","15::Mandocas Pre-Fritas::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","prepared_prefried_service","servicio","1 servicio=25 piezas","scheduled_recipe","stock<10 servicios","pending_physical_baseline","Servicio prefrito canónico. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación, enfriamiento y empacado: 240 minutos. Vida útil de referencia: 90 días.","sale_deduction","transactional","per_shift","10","reponer_hasta_10_servicios","25","90","confirmed","transactional","sale","inventory_item_16"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","57","Mandocas Pre-Fritas (Beneficio del Mes)","finished_stock","other","pieza","","","0","","true","","1","114::Mandocas Pre-Fritas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_16:Mandocas Pre-Fritas"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","2","Mini tequeño prefrito","finished_stock","prefried","pieza","Bandeja","25","250","100","true","Sale de producción interna","0","","0","","0","","1","finished_stock_or_intermediate_review","true","orphan_inventory_item","prepared_prefried_service","servicio","1 servicio=25 piezas","scheduled_recipe","stock<10 servicios","pending_physical_baseline","Servicio prefrito canónico. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación, enfriamiento y empacado: 240 minutos. Vida útil de referencia: 90 días.","review_unclassified","transactional","per_shift","10","reponer_hasta_10_servicios","25","90","confirmed","transactional","sale","inventory_item_2"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","12","Mini Tequeños Crudos","finished_stock","other","pieza","Bolsa","200","-149","2","true","","2","7::Mini Tequeños Crudos::self_link::qty=1 | 52::Mixto Mini Tequeños + Cachitas Frito::recipe::qty=12","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","Alias heredado: migrar al ítem canónico 1 y no mantener saldo independiente.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_1:Mini tequeño crudo"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","56","Mini Tequeños Fritos (Beneficio del Mes)","finished_stock","other","pieza","","","-24.5","","true","","1","110::Mini Tequeños Fritos (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","raw_family:mini_tequenos"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","51","Mini Tequeños Fritos Beneficio del mes","finished_stock","other","pieza","","","-4","","true","","1","102::Mini Tequeños Fritos Beneficio del mes::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","raw_family:mini_tequenos"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","11","Mini Tequeños Pre-Fritos","finished_stock","other","pieza","","","-51","","true","","1","6::Mini Tequeños Pre-Fritos::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","Alias heredado: migrar al ítem canónico 2 y no mantener saldo independiente.","sale_deduction","not_tracked","not_applicable","","reponer_hasta_10_servicios","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_2:Mini tequeño prefrito"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","70","Pack para Colegios","finished_stock","other","pieza","","","-1","","true","","1","135::Pack para Colegios::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","nonphysical_parent:event_components"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","29","Pepsi 1 Lt","finished_stock","other","pieza","","","-11","","true","","1","31::Pepsi 1 Lt::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_29"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","26","Pepsi 1,5 Lts","finished_stock","other","pieza","","","-19","","true","","2","30::Pepsi 1,5 Lts::self_link::qty=1 | 86::Pepsi 1.5 litro + 1 salsa tártara 2onz LC. Enero::recipe::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_26"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","28","Pepsi 2 Lts","finished_stock","other","pieza","","","-25","","true","","1","32::Pepsi 2 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_28"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","27","Pepsi Lata","finished_stock","other","pieza","","","-12","","true","","1","33::Pepsi Lata::self_link::qty=1","0","","0","","2","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline | duplicate_name_case_insensitive","beverage","pieza","caja=24; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","Pepsi Lata canónica; el ítem 74 es duplicado promocional.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_27"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","9","Salsa Tártara 1oz","finished_stock","other","pieza","","","-313","","true","","1","2::Salsa Tártara 1oz::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","prepared_portion","porción_1oz","1 vaso listo","immediate_recipe","","pending_physical_baseline","","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_9"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","21","Salsa Tártara 2oz","finished_stock","other","pieza","","","-158","","true","","2","86::Pepsi 1.5 litro + 1 salsa tártara 2onz LC. Enero::recipe::qty=1 | 23::Salsa Tártara 2oz::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","prepared_portion","porción_2oz","1 vaso listo","immediate_recipe","","pending_physical_baseline","","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_21"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","8","Salsa Tártara 5oz","finished_stock","sauces","pieza","","","-468","","true","","0","","1","2::production::yield=1","0","","1","prepared_output","true","negative_stock_requires_physical_baseline","prepared_portion","porción_5oz","1 vaso listo","immediate_recipe","","pending_physical_baseline","","review_prepared_output","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_8"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","71","Salsa Tártara 5oz Obsequio","finished_stock","other","pieza","","","-2","","true","","1","146::Salsa Tártara 5oz Obsequio::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_8:Salsa Tártara 5oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","68","Salsa Tártara Galón","finished_stock","other","pieza","","","-2","","true","","1","131::Salsa Tártara Galón::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","prepared_bulk_gallon","recipiente_galón","1 recipiente lleno; puede transformarse en porciones","immediate_recipe","","pending_physical_baseline","","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale|production","inventory_item_68"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","20","Tequeños Regulares Crudos","finished_stock","other","pieza","","","-86","","true","","2","22::Tequeños Regulares Crudos::self_link::qty=1 | 20::Tequeños Regulares Fritos::recipe::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","raw_material","pieza","bolsa=100; unidades_sueltas_permitidas","on_hand_only","","pending_physical_baseline","Materia prima canónica de tequeños regulares. Se vende cruda al mayor y también alimenta fritos y prefritos bajo demanda; todas las salidas consumen este mismo saldo.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale|production","inventory_item_20"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","18","Tequeños Regulares Pre-Fritos","finished_stock","other","pieza","","","0","","true","","1","21::Tequeños Regulares Pre-Fritos::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","prepared_prefried_service_on_demand","servicio","1 servicio=5 piezas","scheduled_recipe","","pending_physical_baseline","Servicio prefrito regular de 5 piezas, solo bajo demanda. Objetivo 0; anticipación 240 minutos; vida útil de referencia 90 días.","sale_deduction","transactional","per_shift_when_present","0","reponer_hasta_10_servicios","5","90","confirmed","transactional","sale","inventory_item_18"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","31","Yukery Manzana 1,5 Lts","finished_stock","other","pieza","","","-7","","true","","1","35::Yukery Manzana 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_31"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","32","Yukery Naranja 1,5 Lts","finished_stock","other","pieza","","","-6","","true","","1","36::Yukery Naranja 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_32"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","33","Yukery Pera 1,5 Lts","finished_stock","other","pieza","","","3","","true","","1","37::Yukery Pera 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_33"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","75","Yukypack","finished_stock","other","pieza","","","-9","","true","","1","154::Yukypack::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","caja=24; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","Ítem físico canónico de Yukipack: jugo individual de 250 cm³, recibido en cajas de 24 o unidades sueltas y descontado por pieza. Normalizar el nombre fuente Yukypack.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_75:Yukipack"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","48","Cajas grandes","packaging","packaging","pieza","Lote","100","500","150","true","","0","","0","","0","","1","packaging","true","orphan_inventory_item","operational_packaging_supply","pieza","lote=100; unidades_sueltas_permitidas","on_hand_only","use_existing_threshold_until_admin_edits","pending_physical_baseline","Consumible existente controlado por conteo periódico y sin descuento por pedido. Conserva su umbral actual hasta que Administración lo edite desde el configurador; la frecuencia específica no bloquea la arquitectura.","periodic_count","periodic_count","configurable_periodic; on_demand_available","pending","","","","confirmed","periodic_count","","inventory_item_48"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","3","Mayonesa","raw_material","sauces","kg","","","10","2","true","Ingrediente interno","0","","0","","1","1::output=Salsa Tartara::qty=1","1","ingredient_or_intermediate_review","false","","ingredient_base","kg_real","envase con peso neto declarado por lote","on_hand_only","","pending_physical_baseline","La interfaz puede capturar recipientes, pero la receta usa el peso real declarado.","production_deduction","transactional","per_shift","","","","","confirmed","transactional","production","inventory_item_3"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","4","Menjurje","raw_material","sauces","Kg","","","2","1","true","","0","","0","","1","1::output=Salsa Tartara::qty=0.05","1","ingredient_or_intermediate_review","true","unit_case_not_normalized","ingredient_base","recipiente_tipo_kilo_equivalente","fracciones permitidas=.25|.50|.75|1.00","on_hand_only","","pending_physical_baseline","Un recipiente equivale nominalmente a 1 kg; la receta consume 0,050 por kg real de mayonesa.","production_deduction","transactional","per_shift","","","","","confirmed","transactional","production","inventory_item_4"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","1","Mini tequeño crudo","raw_material","raw","pieza","bolsa","200","-86353","100","true","Base para fritos y prefritos","5","65::Combo Baby Mix Frito (25 und)::recipe::qty=5 | 5::Mini Tequeños Fritos::recipe::qty=25 | 53::Mixto Mini Tequeños + Bombys Frito::recipe::qty=12 | 51::Mixto Mini Tequeños + Empanadas Frito::recipe::qty=12 | 54::Mixto Mini Tequeños + Mandocas Frito::recipe::qty=12","0","","0","","1","ingredient_or_intermediate_review","true","negative_stock_requires_physical_baseline","raw_material","pieza","bolsa=200; unidades_sueltas_permitidas","on_hand_only","","pending_physical_baseline","Ítem canónico de mini tequeño crudo. Se vende crudo al mayor y también alimenta fritos y prefritos. Migrar enlaces e historia del ítem 12 sin sumar ambos saldos.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale|production","inventory_item_1"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","7","Salsa Tartara","raw_material","sauces","Kg","Pote","1","1","1","true","","0","","1","1::production::yield=1","1","2::output=Salsa Tártara 5oz::qty=0.13","1","ingredient_or_intermediate_review","true","unit_case_not_normalized","prepared_bulk","recipiente_tipo_kilo_equivalente","fracciones permitidas=.25|.50|.75|1.00","immediate_recipe","","pending_physical_baseline","Puede venderse a granel o convertirse en porciones; el rendimiento real de preparación se declara.","production_deduction","transactional","per_shift","","","","","confirmed","transactional","sale|production","inventory_item_7"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","72","Malta lata","finished_stock","other","pieza","","","-12","","false","","1","150::Malta lata::self_link::qty=1","0","","0","","2","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline | duplicate_name_case_insensitive","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_30:Malta Lata"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","74","Pepsi lata","finished_stock","other","pieza","","","-3","","false","","1","152::Pepsi lata::self_link::qty=1","0","","0","","2","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline | duplicate_name_case_insensitive","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_27:Pepsi Lata"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","73","Yukipack","finished_stock","other","pieza","","","-9","","false","","1","151::Yukipack::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","Alias histórico de Yukipack: migrar enlaces e historia al ítem físico canónico 75, sin sumar ambos saldos.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_75:Yukipack"
